review_status	case_id	case_path	pr_number	pr_title	test_type	test_path	test_name	patch_url	source_smell	最终去向	归属subpattern	一句机制说明	迁移目标	备注
reviewed	pr-46973	cases/2023/09/pr-46973.json	46973	gctuner: wait to condition to fix flaky test	unit	util/gctuner/tuner_test.go	tuner_test	https://github.com/pingcap/tidb/pull/46973.patch	async_wait_without_backoff	watchlist	watchlist/boundary: GC trigger-wait (missing timeout)	GCPercent 调整依赖 runtime.GC/scheduler；修法改成循环调用 `runtime.GC()` 直到状态变化（但缺少明确超时上限，属于边界样本）。		作为 GC 触发型等待的 boundary case（不建议无上限 busy loop）
reviewed	pr-50824	cases/2024/02/pr-50824.json	50824	executor,bootstrap: add `tidb_index_usage` table and `cluster_tidb_index_usage` table	unit	pkg/infoschema/test/clustertablestest/cluster_tables_test.go	TestIndexUsageTable	https://github.com/pingcap/tidb/pull/50824.patch	async_wait_without_backoff	migrate		index usage / infoschema view 的可见性依赖异步 materialize；修法是 `require.Eventually` 等到 rows/last_access_time/counters 收敛再断言。	patterns/plan_stability_and_stats_dependency	更像 umbrella sibling：统计信息/usage 还没 ready 就断言
reviewed	pr-56436	cases/2024/10/pr-56436.json	56436	ddl: Stabilized TestRemovePartitioningAutoIDs test.	unit	pkg/ddl/tests/partition/db_partition_test.go	TestRemovePartitioningAutoIDs	https://github.com/pingcap/tidb/pull/56436.patch	async_wait_without_backoff	watchlist	watchlist/singleton	轮询 DDL job 状态时每轮 new TestKit 可能引入资源/时序噪声；修法是复用 TestKit 进行循环查询，降低等待路径的额外干扰。		当前单点
reviewed	pr-57140	cases/2024/11/pr-57140.json	57140	executor: fix flaky test by correctly cancelling a query	unit	pkg/executor/temporary_table_test.go	temporary_table_test	https://github.com/pingcap/tidb/pull/57140.patch	async_wait_without_backoff	retain	等待/重试循环必须可中断：检查 ctx/killed，避免不可取消的 Sleep 等待	测试想验证“查询被取消/不应阻塞”，但原 Exec 未绑定 ctx；修法是用 `ExecWithContext(ctx, ...)`，让 cancel() 真正能中断阻塞请求。		
reviewed	pr-57781	cases/2024/11/pr-57781.json	57781	planner: provide a system view `cluster_tidb_plan_cache` to allow users to see the cluster's Plan Cache Info	unit	pkg/infoschema/test/clustertablestest/cluster_tables_test.go	TestPlanCacheView	https://github.com/pingcap/tidb/pull/57781.patch	async_wait_without_backoff	migrate		plan cache view 的数据是异步汇聚/可见；修法是 `require.Eventually` 等 rows 收敛再断言。	patterns/plan_stability_and_stats_dependency	更像 cache/view readiness（避免在 async materialize 前断言）
reviewed	pr-57703	cases/2024/12/pr-57703.json	57703	ttl: reschedule task to other instances when shrinking worker	unit	pkg/ttl/ttlworker/task_manager_integration_test.go	TestScanResultWhenWorkerStop	https://github.com/pingcap/tidb/pull/57703.patch	async_wait_without_backoff	retain	等待/重试循环必须可中断：检查 ctx/killed，避免不可取消的 Sleep 等待	worker stop/shrink 过程中存在后台 delete/retry buffer；修法通过 `ctx.Err()` 退出循环、并在 stop 收尾用 `context.WithTimeout` 做有界重试与 drain，避免无限等待与不一致状态。		
reviewed	pr-58164	cases/2024/12/pr-58164.json	58164	statistics: fix flaky test TestSyncLoadOnObjectWhichCanNotFoundInStorage	unit	pkg/statistics/handle/syncload/stats_syncload_test.go	TestSyncLoadOnObjectWhichCanNotFoundInStorage	https://github.com/pingcap/tidb/pull/58164.patch	async_wait_without_backoff	migrate		sync-load stats 是异步完成的；修法是 `require.Eventually` 等 `StatsHandle.Get(...).ColNum()` 到达预期后再做 IsFullLoad 断言。	patterns/plan_stability_and_stats_dependency	更像 umbrella sibling：统计信息尚未 ready 就断言
reviewed	pr-60828	cases/2025/04/pr-60828.json	60828	ddl: update row count periodically when running reorg job	unit	pkg/ddl/index_change_test.go	index_change_test	https://github.com/pingcap/tidb/pull/60828.patch	async_wait_without_backoff	watchlist	watchlist/singleton	reorg DDL 的 step/poll 次数与 row count 更新节奏依赖时序；修法包括用 `require.Eventually` 等 row count>0，并避免在 poll-count 测试里使用 reorg DDL。		涉及“断言精确 async 计数”的边界问题，当前不足以抽成稳定簇
reviewed	pr-61207	cases/2025/05/pr-61207.json	61207	addindex: make sure real-tikv tests works on nextgen	realtikv	tests/realtikvtest/addindextest2/global_sort_test.go	TestGlobalSortBasic	https://github.com/pingcap/tidb/pull/61207.patch	async_wait_without_backoff	retain	disttask cleanup 完成前不要做清理断言（等 task 消失 / 双 cleanup 信号）	disttask cleanup 分两段触发；修法是同时 hook `doCleanupTask` 与 `WaitCleanUpFinished`，等待两个信号都到达后再检查外部文件清理。		
reviewed	pr-62489	cases/2025/07/pr-62489.json	62489	dxf: fix flaky test TestResourceControl/scale-in	unit	pkg/disttask/framework/integrationtests/resource_control_test.go	TestResourceControl/scale-in	https://github.com/pingcap/tidb/pull/62489.patch	async_wait_without_backoff	watchlist	watchlist/singleton	disttask scale-in 测试中“subtask 全部 done/cancelled”状态不易直接用 total-count=0 表示；修法改为按 taskID 等待“新 subtasks 不在旧集合中”作为推进信号。		属于 disttask 侧等待语义调整，但目前单点
reviewed	pr-64478	cases/2025/11/pr-64478.json	64478	importinto: fix flaky test TestAutoDetectFileType	realtikv	tests/realtikvtest/importintotest4/cloud_sdk_test.go	TestAutoDetectFileType	https://github.com/pingcap/tidb/pull/64478.patch	async_wait_without_backoff	retain	disttask cleanup 完成前不要做清理断言（等 task 消失 / 双 cleanup 信号）	importinto 失败路径的 cleanup 异步；修法是通过 TaskManager 轮询 `GetTaskByID` 直到 `ErrTaskNotFound`，确保 cleanup 完成/表模式恢复后再 drop table。		
reviewed	pr-64942	cases/2025/12/pr-64942.json	64942	server: fix flaky test TestPlanReplayerWithMultiForeignKey	unit	pkg/server/handler/optimizor/plan_replayer_test.go	TestPlanReplayerWithMultiForeignKey	https://github.com/pingcap/tidb/pull/64942.patch	async_wait_without_backoff	migrate		binding/plan baseline 生效存在异步可见性；修法用 `admin reload bindings` 做显式 barrier 后再断言 `@@last_plan_from_binding`。	patterns/plan_stability_and_stats_dependency	更像 cache/binding readiness（execution-time context/缓存可见性边界）
reviewed	pr-65001	cases/2025/12/pr-65001.json	65001	tests: make some index lookup push down test stable	integration	tests/integrationtest/t/executor/index_lookup_pushdown.test	index_lookup_pushdown	https://github.com/pingcap/tidb/pull/65001.patch	async_wait_without_backoff	watchlist	watchlist/singleton	region split/scatter 完成前访问路径可能不稳定；修法是在用例开始设置 `@@tidb_scatter_region='table'` 以等待/触发 region ready，并在末尾恢复默认。		偏环境 knob；需要更多同型再 formalize
reviewed	pr-65114	cases/2025/12/pr-65114.json	65114	test: fix the flaky test TestAuditPluginRetrying	unit	pkg/server/tests/commontest/tidb_test.go	TestAuditPluginRetrying	https://github.com/pingcap/tidb/pull/65114.patch	async_wait_without_backoff	retain	验证 retry 的测试不要“碰运气”：用 failpoint 强制触发，或 Eventually 重试直到触发	测试想观测 retry，但一次性高并发运行可能“太幸运”不触发；修法用 `require.Eventually` 重复运行直到 `retrying` 信号出现或超时。		
reviewed	pr-65421	cases/2026/01/pr-65421.json	65421	ddl, ingest: improve test coverage for checkpoint validation	realtikv	tests/realtikvtest/addindextest3/ingest_test.go	TestModifyColumnWithMultipleIndex	https://github.com/pingcap/tidb/pull/65421.patch	async_wait_without_backoff	watchlist	watchlist/singleton	ingest checkpoint/cancel/cleanup 流程强依赖异步时序且易被全局 failpoint/flag 污染；修法用 `testfailpoint.EnableCall`+`t.Cleanup` 作用域化，并加 beforeBackendIngest barrier 与 timeout 控制取消点。		包含多机制混合（failpoint 作用域 + barrier + 取消点），先放 watchlist
reviewed	pr-65735	cases/2026/01/pr-65735.json	65735	pkg/server/handler/optimizor: stabilize plan replayer tests	unit	pkg/server/handler/optimizor/plan_replayer_test.go	TestPlanReplayerWithMultiForeignKey	https://github.com/pingcap/tidb/pull/65735.patch	async_wait_without_backoff	migrate		plan replayer load 后 binding 生效与全局状态存在异步/共享干扰；修法包括重建全局 channel、限制连接数、调整 binding cache quota，并 `require.Eventually` 等 `@@last_plan_from_binding=1`。	patterns/plan_stability_and_stats_dependency	更像 cache/binding readiness + global test state（与本 family 主簇不同）
reviewed	pr-65787	cases/2026/01/pr-65787.json	65787	*: stabilize integrationtest privilege/privileges	integration	tests/integrationtest/t/privilege/privileges.test	privileges	https://github.com/pingcap/tidb/pull/65787.patch	async_wait_without_backoff	watchlist	watchlist/候选簇 B: async publish visibility lag	权限变更在 session/缓存侧存在传播时序；修法在 GRANT/CREATE USER 后补 `flush privileges` 作为显式同步屏障。		当前仅 1 条同型
reviewed	pr-66701	cases/2026/03/pr-66701.json	66701	importinto: introduce a param to control conflict resolution	realtikv	tests/realtikvtest/importintotest4/conflict_resolution_test.go	TestGlobalSortOnDuplicateKeyError	https://github.com/pingcap/tidb/pull/66701.patch	async_wait_without_backoff	retain	disttask cleanup 完成前不要做清理断言（等 task 消失 / 双 cleanup 信号）	importinto 失败后 cleanup 异步切回表模式；修法通过 TaskManager `GetTaskByID` + `ErrTaskNotFound` 做 Eventually 等待，避免在 cleanup 未完成时 truncate/重跑。		
reviewed	pr-66755	cases/2026/03/pr-66755.json	66755	br/pkg/streamhelper: fix flaky TestGCServiceSafePoint assertion	unit	br/pkg/streamhelper/advancer_test.go	TestGCServiceSafePoint	https://github.com/pingcap/tidb/pull/66755.patch	async_wait_without_backoff	watchlist	watchlist/singleton	异步 unregister/delete 过程里 safe point 值可能合法为 0；修法弱化 Eventually predicate（只等 deleted），并补 `serviceGCSafePointSet` 标志作为更硬的注册断言。		当前单点
reviewed	pr-66870-1	cases/2026/03/pr-66870-1.json	66870	expression, types: freeze unsafe datetime warning args	unit	pkg/util/gctuner/memory_limit_tuner_test.go	TestIssue48741	https://github.com/pingcap/tidb/pull/66870.patch	async_wait_without_backoff	retain	GC/MemoryLimit 触发型等待：Eventually 谓词内主动 runtime.GC()（并等待 tuner 退出）	等待“memory limit 触发的 GC”纯靠调度会抖；修法是在 `require.Eventually` 谓词内主动 `runtime.GC()` 推进状态，降低 CI 抖动依赖。		
reviewed	pr-66870-3	cases/2026/03/pr-66870-3.json	66870	expression, types: freeze unsafe datetime warning args	unit	br/pkg/streamhelper/advancer_test.go	advancer_test	https://github.com/pingcap/tidb/pull/66870.patch	async_wait_without_backoff	watchlist	watchlist/候选簇 C: Eventually poisoned retries	unregister/pause 后 advancer state 更新非即时；修法增加 `require.Eventually(!adv.HasTask())`，并用 `require.EventuallyWithT` 替代 Eventually+assert，避免 transient failure “poison” 重试。		属于 Eventually 使用方式修复，当前同型不足
reviewed	pr-67308	cases/2026/03/pr-67308.json	67308	executor, session, server/tests: stabilize audit retry reporting	unit	pkg/server/tests/commontest/tidb_test.go	TestAuditPluginRetrying	https://github.com/pingcap/tidb/pull/67308.patch	async_wait_without_backoff	retain	验证 retry 的测试不要“碰运气”：用 failpoint 强制触发，或 Eventually 重试直到触发	把“靠高并发碰运气触发 retry”的 flaky 设计改为 failpoint 强制注入一次 retryable commit error（`mockCommitError8942`），从根上消除不触发的问题。		
reviewed	pr-67377	cases/2026/03/pr-67377.json	67377	pkg/util/gctuner: stabilize memory tuner GC waits	unit	pkg/util/gctuner/memory_limit_tuner_test.go	TestGlobalMemoryTuner	https://github.com/pingcap/tidb/pull/67377.patch	async_wait_without_backoff	retain	GC/MemoryLimit 触发型等待：Eventually 谓词内主动 runtime.GC()（并等待 tuner 退出）	memory tuner 的状态推进依赖 GC；修法在多处 Eventually 谓词中加入 `runtime.GC()` 并补 `WaitMemoryLimitTunerExitInTest()`，保证测试结束前状态收敛/后台退出。		
